Day of Year, Day of Week, hour, minute,PrintCount,NO2,voltage of NO2,O3,Temperature,CO,CO2,Humidity,Temperature,Ethylene Oxide,O3,CO,CO2,Time diff to Print1,Time diff to Print2
248,6,11,14,0,53.07,0.11,4411.63,-5.9,534.04,2.3,72,23.75,0,0.12,5.24,396.57,11,1
248,6,11,29,0,64.33,0.09,51064984,-7.19,541.06,2.29,80,23.67,0,0.05,5.53,396.57,10,14
248,6,11,44,0,58.19,0.1,51064984,-6.54,538.7,2.28,28,23.64,0,0.06,5.5,421.91,10,14
248,6,11,59,0,60.11,0.1,5888.81,-6.54,543.43,2.3,99,23.55,0,0.13,5.57,396.57,-50,-47
248,6,12,14,0,71.84,0.08,51064984,-4.29,538.7,2.28,14,23.51,0,0.12,5.42,396.52,10,13
248,6,12,29,0,69.16,0.09,51064984,-1.06,531.73,2.3,85,23.44,0,0.15,5.5,396.52,10,12
248,6,12,44,0,71.84,0.08,51064984,-9.77,553.11,2.28,55,23.38,0,0.09,5.48,396.47,10,11
248,6,12,59,0,84.9,0.07,51064984,13.12,560.56,2.5,25,23.27,0,0.12,5.57,396.47,-50,-49
248,6,13,14,0,88.9,0.07,51064984,14.09,545.83,2.3,81,23.3,0,0.14,5.39,396.47,10,10
248,6,13,29,0,93.29,0.06,51064984,-6.87,548.24,2.47,26,23.29,0,0.04,5.41,396.57,10,10
248,6,13,44,0,103.45,0.06,51064984,-3.96,548.24,2.3,64,23.37,0,0.09,5.5,396.57,9,9
248,6,13,59,0,98.12,0.06,51064984,-4.93,545.83,2.3,8,23.37,0,0.07,5.47,396.47,-51,-51
248,6,14,14,0,98.12,0.06,51064984,-3.96,553.11,2.3,5,23.37,0,0.06,5.36,396.47,9,8
248,6,14,29,0,93.29,0.06,51064984,5.7,545.83,2.29,69,23.2,0,0.11,5.61,396.52,9,7
248,6,14,44,0,131.91,0.04,51064984,-9.45,548.24,2.29,92,23.2,0,0.09,5.53,421.71,9,7
248,6,14,59,0,98.12,0.06,51064984,12.48,484.93,2.3,14,23.21,0,0.05,5.58,396.52,-51,-54
248,6,15,14,0,88.9,0.07,51064984,13.77,555.58,2.74,80,23.18,0,0.05,5.65,396.52,9,6
248,6,15,29,0,88.9,0.07,590.93,-7.51,536.36,2.29,64,23.14,0,0.12,5.36,421.71,9,5
248,6,15,44,0,93.29,0.06,51064984,-3,568.19,2.29,72,23.17,0,0.06,5.5,421.71,9,5
248,6,15,59,0,98.12,0.06,51064984,-5.9,560.56,2.3,6,23.23,0,0.12,5.39,396.52,-52,-56
248,6,16,14,0,88.9,0.07,51064984,11.19,545.83,2.37,81,23.26,0,0.05,5.45,396.52,8,3
248,6,16,29,0,84.9,0.07,51064984,-9.45,553.11,2.29,31,23.19,0,0.15,5.49,396.52,8,3
248,6,16,44,0,71.84,0.08,51064984,-3.64,550.67,2.29,98,23.25,0,0.06,5.45,396.52,8,2
248,6,16,59,0,77.84,0.08,533.62,-8.48,543.43,2.27,35,23.27,0,0.1,5.56,421.71,-52,-58
248,6,17,14,630,62.15,0.09,51064984,-3,534.04,2.29,31,23.45,0,0.11,5.58,447.25,8,1
248,6,17,29,0,35,0.17,51064984,14.74,520.45,2.29,20,23.84,0,0.11,5.47,447.4,8,15
248,6,17,44,0,46.2,0.13,51064984,-3.96,507.43,2.29,65,23.98,0,0.1,5.5,447.55,8,14
248,6,17,59,700,43.9,0.13,51064984,8.29,475.25,2.37,98,24.14,0,0.11,5.43,397.02,-53,-46
248,6,18,14,160,53.07,0.11,51064984,-4.93,496.99,2.26,89,24.18,0,0.01,5.59,447.5,7,13
248,6,18,29,560,50.1,0.12,51064984,-6.22,499.05,2.29,28,24.22,0,0.13,5.61,422.21,7,13
248,6,18,44,0,58.19,0.1,912.7,-9.45,494.95,2.37,70,24.04,0,0.17,5.7,422.21,7,12
248,6,18,59,0,58.19,0.1,51064984,6.35,486.91,2.42,85,24.04,0,0.03,5.7,422.21,-53,-49
248,6,19,14,0,39.89,0.15,51064984,-7.83,465.88,2.6,52,23.96,0,0.16,5.54,422.06,7,11
248,6,19,29,0,39.89,0.15,51064984,-8.16,494.95,2.3,20,23.9,0,0.14,5.66,422.21,7,10
248,6,19,44,0,53.07,0.11,1752.48,-6.22,490.9,2.67,38,23.89,0,-0.01,5.55,422.21,7,10
248,6,19,59,0,60.11,0.1,51064984,-4.61,469.59,2.28,50,23.79,0,0.07,5.56,422.01,-53,-51
248,6,20,14,0,58.19,0.1,51064984,1.83,484.93,2.3,32,23.72,0,0.14,5.7,422.21,6,8
248,6,20,29,0,62.15,0.09,51064984,-4.93,467.73,2.3,89,23.71,0,-0.01,5.5,422.01,6,8
248,6,20,44,0,62.15,0.09,51064984,-6.22,460.4,2.47,15,23.64,0,0.04,5.68,421.86,6,7
248,6,20,59,0,60.11,0.1,51064984,-7.51,482.97,2.29,89,23.69,0,0.11,5.61,421.91,-54,-53
248,6,21,14,0,64.33,0.09,51064984,-9.12,486.91,2.69,74,23.6,0,0.09,5.67,421.86,6,6
248,6,21,29,0,69.16,0.09,51064984,-10.09,482.97,2.29,49,23.61,0,0.15,5.88,421.91,6,6
248,6,21,44,0,66.66,0.09,51064984,1.51,486.91,2.66,39,23.53,0,0.09,5.75,421.91,6,5
248,6,21,59,0,66.66,0.09,5888.81,-9.45,475.25,2.29,42,23.59,0,0.13,5.76,422.11,-54,-56
248,6,22,14,0,71.84,0.08,51064984,-8.16,464.04,2.29,30,23.52,0,0.04,5.52,396.57,6,4
248,6,22,29,0,69.16,0.09,17703.18,-5.58,484.93,2.29,56,23.51,0,0.15,5.6,421.76,5,3
248,6,22,44,0,71.84,0.08,51064984,4.09,473.35,2.51,98,23.47,0,0.07,5.78,421.81,5,3
248,6,22,59,0,84.9,0.07,1752.48,-8.48,453.26,2.29,75,23.46,0,0.07,5.6,421.76,-55,-58
248,6,23,14,0,81.22,0.07,51064984,-6.87,465.88,2.29,56,23.47,0,0.04,5.69,421.81,5,1
248,6,23,29,0,81.22,0.07,1752.48,-7.83,442.88,2.29,6,23.52,0,0.15,5.81,421.71,5,1
248,6,23,44,0,69.16,0.09,51064984,1.19,429.64,2.28,1,23.57,0,0.08,5.65,422.01,5,15
248,6,23,59,1,66.66,0.09,51064984,9.25,482.97,2.3,15,23.52,0,0.09,5.63,422.06,-55,-46
249,0,0,14,0,66.66,0.09,51064984,-8.48,469.59,2.28,69,23.63,0,0.05,5.5,421.91,5,14
249,0,0,29,0,64.33,0.09,2512.27,-8.16,473.35,2.28,62,23.62,0,0.09,5.69,421.86,4,13
249,0,0,44,0,64.33,0.09,51064984,-7.51,481.02,2.29,28,23.62,0,0.05,5.56,421.86,4,12
249,0,0,59,0,41.8,0.14,51064984,-5.9,473.35,2.29,70,23.53,0,0.13,5.65,421.86,-56,-48
249,0,1,14,0,66.66,0.09,51064984,-9.77,473.35,2.29,6,23.56,0,0.12,6.2,447.2,4,11
249,0,1,29,0,64.33,0.09,1591.32,-3.32,437.84,2.29,38,23.54,0,0.17,6.02,447.15,4,11
249,0,1,44,0,66.66,0.09,51064984,-5.58,409.45,2.28,25,23.59,0,0.03,6.17,447.1,4,10
249,0,1,59,0,58.19,0.1,51064984,-6.87,400.63,2.27,92,23.64,0,0.1,6.35,472.39,-56,-51
249,0,2,14,0,45.02,0.13,2195.69,-9.77,375.94,2.39,31,23.59,0,0.08,6.29,472.34,4,9
249,0,2,29,0,58.19,0.1,51064984,-7.19,365.73,2.26,0,23.61,0,-0.03,6.25,472.54,4,8
249,0,2,44,0,56.38,0.1,51064984,-7.19,399.2,2.39,5,23.64,0,0.11,6.3,472.34,3,8
249,0,2,59,0,56.38,0.1,51064984,-5.9,394.93,2.27,11,23.65,0,-0.01,6.3,497.68,-57,-53
249,0,3,14,0,54.68,0.11,51064984,-6.87,394.93,2.26,35,23.65,0,0.16,6.3,497.83,3,7
249,0,3,29,0,40.82,0.14,17703.18,-5.58,407.96,2.54,62,23.65,0,0.12,5.81,472.49,3,6
249,0,3,44,0,54.68,0.11,51064984,-6.22,428.03,2.28,42,23.61,0,0,6.03,472.39,3,5
249,0,3,59,0,43.9,0.13,51064984,8.61,439.51,2.69,98,23.64,0,0.07,5.97,447.25,-57,-55
249,0,4,14,0,60.11,0.1,51064984,-8.48,431.26,2.68,50,23.62,0,0.01,5.93,472.39,3,4
249,0,4,29,0,47.43,0.12,51064984,-6.54,399.2,2.28,26,23.71,0,0.15,5.9,472.34,3,4
249,0,4,44,0,35,0.17,51064984,-6.22,420.12,2.27,78,23.64,0,0.09,6.32,497.88,2,3
249,0,4,59,0,48.73,0.12,51064984,-0.74,406.47,2.67,51,23.7,0,0.08,6.03,472.79,-58,-58
249,0,5,14,0,45.02,0.13,51064984,-8.48,418.57,2.26,60,23.7,0,0.07,5.88,497.93,2,2
249,0,5,29,0,38.99,0.15,5888.81,7,441.19,2.27,90,23.69,0,0.08,5.97,472.54,2,1
249,0,5,44,0,48.73,0.12,750.42,8.29,456.81,2.28,50,23.73,0,0.08,5.86,472.79,2,1
249,0,5,59,0,50.1,0.12,486.13,-4.93,456.81,2.27,40,23.76,0,0.13,5.85,472.74,-58,-45
249,0,6,14,0,47.43,0.12,51064984,-7.19,437.84,2.28,82,23.76,0,0.1,5.95,472.79,2,14
249,0,6,29,0,50.1,0.12,51064984,-9.77,453.26,2.72,85,23.81,0,0.09,5.86,472.79,2,13
249,0,6,44,0,46.2,0.13,17703.18,-8.48,446.3,2.66,52,23.75,0,0.08,5.91,472.79,2,13
249,0,6,59,0,46.2,0.13,51064984,-6.22,442.88,2.28,24,23.7,0,0.15,6.03,472.49,-59,-48
249,0,7,14,0,46.2,0.13,51064984,-9.77,444.59,2.73,80,23.75,0,0.18,5.75,447.25,1,12
249,0,7,29,0,50.1,0.12,51064984,-3.96,437.84,2.27,52,23.79,0,0.22,5.66,447.3,1,11
249,0,7,44,0,46.2,0.13,1087.66,-6.22,436.18,2.68,14,23.8,0,0.07,5.67,447.3,1,10
249,0,7,59,0,32.95,0.18,51064984,-5.25,458.6,2.29,78,23.85,0,0.12,6.03,447.3,-59,-50
249,0,8,14,0,51.54,0.11,51064984,-6.22,444.59,2.29,85,23.85,0,0.07,5.73,447.5,1,9
249,0,8,29,0,48.73,0.12,51064984,-7.83,453.26,2.29,89,23.81,0,0.05,5.73,447.35,1,9
249,0,8,44,0,48.73,0.12,17703.18,-5.9,448.02,2.29,48,23.85,0,0.19,5.65,447.55,1,8
249,0,8,59,0,53.07,0.11,51064984,-7.19,462.21,2.29,45,23.79,0,0.14,5.82,447.3,-45,-53
249,0,9,14,0,39.89,0.15,51064984,-4.61,460.4,2.4,81,23.73,0,0.05,5.65,421.91,15,7
249,0,9,29,0,48.73,0.12,636.22,1.83,482.97,2.28,98,23.76,0,0.13,5.65,421.86,15,6
249,0,9,44,0,56.38,0.1,3525.28,-4.29,481.02,2.28,69,23.62,0,0.03,5.55,421.86,15,6
249,0,9,59,0,56.38,0.1,51064984,14.74,499.05,2.31,58,23.7,0,-0.02,5.69,421.91,-45,-55
249,0,10,14,0,64.33,0.09,51064984,-3.96,518.24,2.31,49,23.73,0,0.13,5.27,396.87,15,5
249,0,10,29,0,93.29,0.06,51064984,-9.45,531.73,2.3,69,23.61,0,0.06,5.42,396.82,15,4
249,0,10,44,0,93.29,0.06,51064984,-10.09,520.45,2.46,0,23.54,0,0.01,5.4,396.62,15,3
249,0,10,59,0,88.9,0.07,51064984,-9.12,501.13,2.29,94,23.45,0,0.07,5.4,396.52,-46,-57
249,0,11,14,0,60.11,0.1,533.62,-8.48,560.56,2.31,89,23.47,0,0.08,5.39,396.52,14,2
249,0,11,29,0,109.38,0.05,51064984,-8.8,527.17,2.29,31,23.44,0,0.08,5.45,396.52,14,2
249,0,11,44,0,93.29,0.06,912.7,-9.12,522.68,2.31,39,23.38,0,0.04,5.35,396.47,14,1
249,0,11,59,0,131.91,0.04,3525.28,-1.7,560.56,2.74,62,23.37,0,0.07,5.35,396.47,-46,-59
249,0,12,14,0,152.7,0.04,51064984,-13,558.06,2.31,14,23.36,0,0.06,5.45,396.52,14,14
249,0,12,29,0,141.56,0.04,51064984,-14.61,570.77,2.6,58,23.36,0,0.2,5.32,396.52,14,14
249,0,12,44,0,123.46,0.05,51064984,-12.35,550.67,2.3,62,23.23,0,0.02,5.32,396.52,14,13
249,0,12,59,0,165.69,0.03,51064984,-9.45,538.7,2.31,80,23.26,0,0.11,5.42,371.38,-47,-47
249,0,13,14,0,141.56,0.04,51064984,-19.77,565.63,2.29,72,23.18,0,0.04,5.41,371.33,13,12
249,0,13,29,0,109.38,0.05,51064984,-19.77,558.06,2.55,24,23.2,0,0.05,5.54,371.33,13,11
249,0,13,44,0,165.69,0.03,51064984,-17.83,563.08,2.54,90,23.2,0,0.1,5.44,396.47,13,11
249,0,13,59,0,131.91,0.04,51064984,-9.77,563.08,2.32,80,23.21,0,0.09,5.36,396.52,-47,-50
249,0,14,14,0,109.38,0.05,51064984,5.38,563.08,2.55,1,23.19,0,0.1,5.33,396.72,13,10
249,0,14,29,0,141.56,0.04,51064984,-13.96,565.63,2.32,89,23.25,0,0.08,5.33,396.52,13,9
249,0,14,44,0,165.69,0.03,51064984,-12.03,581.29,2.3,52,23.28,0,0.12,5.36,371.43,13,9
249,0,14,59,0,181.05,0.03,51064984,-16.54,529.45,2.3,81,23.32,0,0.08,5.34,396.62,-47,-52
249,0,15,14,0,141.56,0.04,1949.47,-1.7,524.92,2.29,2,23.28,0,0.09,5.35,396.62,12,7
249,0,15,29,0,199.48,0.03,51064984,-12.35,558.06,2.31,78,23.26,0,0.03,5.25,396.82,12,7
249,0,15,44,0,116.01,0.05,51064984,-6.87,531.73,2.31,92,23.25,0,0.04,5.45,396.57,12,6
249,0,15,59,0,131.91,0.04,51064984,-14.29,558.06,2.31,88,23.23,0,0.04,5.3,371.38,-48,-54
249,0,16,14,0,123.46,0.05,51064984,-11.06,570.77,2.32,76,23.25,0,0.15,5.3,396.47,12,5
249,0,16,29,0,98.12,0.06,51064984,8.29,545.83,2.59,18,23.26,0,0.14,5.19,396.52,12,4
249,0,16,44,0,116.01,0.05,51064984,-1.38,555.58,2.3,8,23.32,0,0,5.15,396.52,12,4
249,0,16,59,0,88.9,0.07,1245.95,-14.29,560.56,2.37,18,23.25,0,0.06,5.33,396.57,-48,-57
249,0,17,14,0,116.01,0.05,51064984,-14.93,560.56,2.3,39,23.28,0,0.09,5.3,396.97,11,3
249,0,17,29,0,98.12,0.06,51064984,1.83,548.24,2.32,88,23.28,0,0.13,5.19,396.52,11,2
249,0,17,44,0,165.69,0.03,51064984,12.48,565.63,2.31,24,23.2,0,0.1,5.24,396.72,11,1
249,0,17,59,0,152.7,0.04,51064984,3.12,558.06,2.31,32,23.2,0,0.12,5.21,396.57,-49,-59
249,0,18,14,0,131.91,0.04,51064984,-14.61,518.24,2.29,88,23.18,0,0.13,5.24,396.47,11,15
249,0,18,29,0,116.01,0.05,51064984,-15.58,541.06,2.32,35,23.29,0,0.1,5.25,396.52,11,14
249,0,18,44,0,77.84,0.08,51064984,-14.29,518.24,2.3,25,23.5,0,0.06,5.19,396.82,11,14
249,0,18,59,0,81.22,0.07,51064984,-13.96,522.68,2.3,44,23.46,0,0.04,5.26,371.83,-49,-47
249,0,19,14,0,109.38,0.05,51064984,-17.51,573.37,2.45,25,23.34,0,0.1,5.17,371.73,11,12
249,0,19,29,0,84.9,0.07,51064984,-14.93,568.19,2.32,28,23.37,0,0.08,5.33,396.97,10,12
249,0,19,44,0,71.84,0.08,51064984,-20.74,558.06,2.47,74,23.45,0,0.11,5.33,371.88,10,11
249,0,19,59,0,88.9,0.07,3525.28,-17.83,520.45,2.3,39,23.52,0,0,5.23,371.78,-50,-49
249,0,20,14,0,93.29,0.06,51064984,-18.8,560.56,2.32,44,23.46,0,0.12,5.28,396.87,10,10
249,0,20,29,0,141.56,0.04,51064984,-20.74,570.77,2.31,78,23.54,0,0.08,5.27,396.82,10,10
249,0,20,44,0,109.38,0.05,2195.69,-0.41,550.67,2.32,88,23.5,0,0.13,5.18,396.72,10,9
249,0,20,59,0,131.91,0.04,912.7,-21.06,560.56,2.3,40,23.52,0,0.09,5.32,396.82,-50,-52
249,0,21,14,0,54.68,0.11,51064984,-20.09,545.83,2.37,12,23.62,0,0.09,5.23,396.97,10,8
249,0,21,29,0,109.38,0.05,51064984,-0.09,550.67,2.31,44,23.69,0,0.07,5.36,396.72,10,7
249,0,21,44,0,123.46,0.05,51064984,-20.09,541.06,2.3,35,23.65,0,0.09,5.05,396.72,9,7
249,0,21,59,0,131.91,0.04,51064984,-20.41,548.24,2.31,80,23.68,0,0.19,5.32,396.82,-51,-54
249,0,22,14,0,103.45,0.06,51064984,-21.38,541.06,2.29,28,23.63,0,0.05,5.33,396.77,9,5
249,0,22,29,0,42.83,0.14,51064984,-19.45,503.21,2.29,31,23.78,0,0.01,5.35,422.21,9,5
249,0,22,44,624,46.2,0.13,51064984,-16.87,534.04,2.65,55,23.93,0,0.14,5.2,397.07,9,4
249,0,22,59,0,54.68,0.11,4411.63,-22.67,527.17,2.31,60,23.94,0,0.02,5.3,397.02,-51,-56
249,0,23,14,0,54.68,0.11,51064984,-24.93,536.36,2.32,76,23.87,0,0.1,5.17,396.97,9,3
249,0,23,29,0,93.29,0.06,51064984,-4.93,529.45,2.31,99,23.77,0,0.12,5.17,396.92,9,3
249,0,23,44,0,93.29,0.06,3525.28,-17.51,545.83,2.31,69,23.79,0,0.05,5.36,397.02,8,2
249,0,23,59,0,103.45,0.06,51064984,-19.77,555.58,2.5,76,23.75,0,0.1,5.4,396.97,-52,-59
250,1,0,14,0,77.84,0.08,51064984,-20.09,501.13,2.31,48,23.72,0,0.08,5.56,396.82,8,1
250,1,0,29,0,98.12,0.06,51064984,-21.06,548.24,2.31,10,23.72,0,0.07,5.3,397.02,8,15
250,1,0,44,0,98.12,0.06,51064984,-22.03,536.36,2.31,36,23.67,0,0.09,5.36,396.67,8,14
250,1,0,59,0,123.46,0.05,51064984,-11.7,568.19,2.32,48,23.59,0,0.11,5.27,396.62,-52,-47
250,1,1,14,0,141.56,0.04,51064984,-22.67,558.06,2.3,18,23.54,0,0.1,5.38,396.87,8,13
250,1,1,29,0,165.69,0.03,51064984,-1.06,565.63,2.31,32,23.52,0,0.11,5.34,396.82,8,12
250,1,1,44,0,165.69,0.03,51064984,-26.54,570.77,2.29,24,23.5,0,0.12,5.19,396.97,8,12
250,1,1,59,0,222.01,0.02,3525.28,-25.58,573.37,2.76,58,23.54,0,0.05,5.33,396.97,-53,-49
250,1,2,14,0,51.54,0.11,51064984,-26.87,543.43,2.7,36,23.47,0,0.06,5.26,397.02,7,11
250,1,2,29,0,199.48,0.03,51064984,-23,578.63,2.31,65,23.46,0,0.03,5.19,396.97,7,10
250,1,2,44,0,199.48,0.03,51064984,-20.74,575.99,2.76,2,23.47,0,0.04,5.52,396.67,7,9
250,1,2,59,0,109.38,0.05,51064984,-16.22,589.4,2.31,24,23.47,0,0.03,5.41,396.52,-53,-51
250,1,3,14,0,141.56,0.04,51064984,-3.64,536.36,2.31,68,23.51,0,0.13,5.3,396.77,7,8
250,1,3,29,0,199.48,0.03,51064984,-24.93,581.29,2.48,62,23.48,0,0.02,5.37,396.62,7,8
250,1,3,44,0,165.69,0.03,3525.28,-24.93,570.77,2.31,44,23.48,0,0.09,5.47,396.72,7,7
250,1,3,59,0,181.05,0.03,51064984,-28.48,534.04,2.29,50,23.46,0,0.13,5.32,396.62,-53,-54
250,1,4,14,0,222.01,0.02,51064984,-27.19,594.92,2.76,42,23.37,0,0.08,5.23,396.82,6,6
250,1,4,29,0,334.63,0.01,51064984,-9.12,589.4,2.32,30,23.32,0,-0.09,5.38,396.97,6,5
250,1,4,44,0,250.16,0.02,51064984,-2.03,600.52,2.29,55,23.37,0,0.12,5.26,396.77,6,5
250,1,4,59,0,334.63,0.01,51064984,-8.8,581.29,2.29,60,23.31,0,0.12,5.45,396.57,-54,-56
250,1,5,14,0,286.36,0.02,51064984,-27.51,594.92,2.66,90,23.31,0,0.08,5.52,396.77,6,4
250,1,5,29,0,141.56,0.04,51064984,-24.93,586.68,2.31,72,23.32,0,0.1,5.42,396.57,6,3
250,1,5,44,0,334.63,0.01,51064984,-25.58,570.77,2.31,8,23.3,0,0.16,5.33,396.72,6,2
250,1,5,59,0,222.01,0.02,51064984,-6.54,536.36,2.39,94,23.35,0,0.05,5.28,396.72,-54,-58
250,1,6,14,0,334.63,0.01,51064984,-25.25,553.11,2.53,44,23.35,0,0.03,5.39,396.57,5,1
250,1,6,29,0,503.55,0.01,51064984,-25.25,583.97,2.29,95,23.36,0,0.01,5.36,396.62,5,1
250,1,6,44,0,222.01,0.02,51064984,-24.29,558.06,2.72,30,23.29,0,0.01,5.24,396.47,5,14
250,1,6,59,0,181.05,0.03,51064984,-16.54,575.99,2.32,51,23.3,0,0.01,5.5,396.62,-55,-46
250,1,7,14,0,103.45,0.06,1591.32,-23.64,565.63,2.33,12,23.39,0,0.03,5.52,396.72,5,13
250,1,7,29,0,116.01,0.05,51064984,-24.29,563.08,2.31,61,23.54,0,0.07,5.54,396.82,5,13
250,1,7,44,0,88.9,0.07,51064984,-18.8,555.58,2.47,38,23.54,0,0.1,5.5,397.07,5,12
250,1,7,59,0,98.12,0.06,51064984,-20.74,558.06,2.31,45,23.65,0,0.05,5.49,397.02,-55,-48
250,1,8,14,18,77.84,0.08,912.7,-23.32,545.83,2.32,69,23.68,0,0.14,5.5,397.07,4,11
250,1,8,29,0,77.84,0.08,51064984,-21.7,534.04,2.41,81,23.67,0,0.1,5.32,422.21,4,10
250,1,8,44,0,81.22,0.07,51064984,-26.54,503.21,2.58,22,23.69,0,0.09,5.32,422.21,4,10
250,1,8,59,0,69.16,0.09,51064984,-23,543.43,2.31,90,23.65,0,0.02,5.41,422.21,-56,-51
250,1,9,14,0,81.22,0.07,51064984,-23,548.24,2.32,38,23.63,0,0.04,5.27,422.21,4,9
250,1,9,29,0,54.68,0.11,3525.28,-23.64,529.45,2.32,19,23.64,0,0.23,5.41,422.16,4,8
250,1,9,44,0,77.84,0.08,51064984,-21.38,555.58,2.31,51,23.62,0,0.06,5.36,422.21,4,7
250,1,9,59,0,77.84,0.08,1591.32,-21.38,527.17,2.75,1,23.71,0,0.1,5.41,397.02,-56,-53
250,1,10,14,1,64.33,0.09,51064984,-21.06,553.11,2.3,6,23.84,0,0.08,5.28,447.5,4,6
250,1,10,29,0,62.15,0.09,866.04,-24.93,534.04,2.39,75,23.86,0,0.12,5.28,472.79,3,6
250,1,10,44,0,77.84,0.08,51064984,-19.45,548.24,2.32,36,23.79,0,0.09,5.28,422.21,3,5
250,1,10,59,4,66.66,0.09,51064984,-20.41,548.24,2.31,72,23.86,0,0.07,5.43,422.21,-57,-56
250,1,11,14,4,71.84,0.08,51064984,-16.54,536.36,2.32,40,23.87,0,0.03,5.31,422.26,3,4
250,1,11,29,0,69.16,0.09,51064984,-8.16,534.04,2.3,60,23.94,0,0.01,5.23,422.21,3,3
250,1,11,44,11,48.73,0.12,51064984,-10.41,543.43,2.29,6,24.01,0,0.14,5.41,447.5,3,3
250,1,11,59,72,66.66,0.09,51064984,-18.48,509.57,2.29,65,24.05,0,0,5.3,447.45,-57,-58
250,1,12,14,26,64.33,0.09,51064984,-18.16,529.45,2.32,40,24.12,0,0.02,5.26,422.16,3,2
250,1,12,29,0,45.02,0.13,51064984,-18.8,503.21,2.31,60,24.17,0,0.06,5.24,422.16,3,1
250,1,12,44,0,71.84,0.08,51064984,-18.48,522.68,2.32,98,24.17,0,0.09,5.41,422.16,2,15
250,1,12,59,0,74.73,0.08,51064984,-21.38,531.73,2.3,25,24.12,0,0.05,5.39,447.5,-58,-46
250,1,13,14,10,77.84,0.08,8842.91,-11.7,511.71,2.29,64,24.3,0,0.04,5.28,472.74,2,14
250,1,13,29,500,60.11,0.1,51064984,-2.03,524.92,2.29,82,24.23,0,0,5.38,422.11,2,13
250,1,13,44,0,62.15,0.09,51064984,-18.8,531.73,2.37,56,24.28,0,0.08,5.55,447.5,2,13
250,1,13,59,12,62.15,0.09,612.77,-22.03,529.45,2.31,12,24.29,0,0.14,5.43,422.16,-58,-48
250,1,14,14,6,62.15,0.09,51064984,-23.64,509.57,2.56,52,24.29,0,0.08,5.35,422.11,2,11
250,1,14,29,36,62.15,0.09,2512.27,-4.93,518.24,2.32,58,24.35,0,0.12,5.41,422.21,2,11
250,1,14,44,1,66.66,0.09,51064984,-23.96,518.24,2.32,74,24.34,0,0.03,5.27,472.74,1,10
250,1,14,59,0,60.11,0.1,1949.47,-24.61,507.43,2.31,2,24.31,0,0.05,5.28,422.21,-59,-50
250,1,15,14,0,69.16,0.09,51064984,-19.45,490.9,2.32,51,24.34,0,0.11,5.35,422.11,1,9
250,1,15,29,0,64.33,0.09,51064984,-10.09,503.21,2.31,65,24.32,0,-0.05,5.26,422.11,1,8
250,1,15,44,0,66.66,0.09,51064984,-2.35,509.57,2.75,5,24.28,0,0.05,5.37,422.16,1,8
250,1,15,59,0,62.15,0.09,51064984,-2.03,516.05,2.32,22,24.31,0,0.03,5.34,422.11,-59,-53
250,1,16,14,36,60.11,0.1,51064984,-19.12,507.43,2.32,2,24.39,0,0.11,5.34,422.01,1,7
250,1,16,29,0,58.19,0.1,51064984,-23,511.71,2.29,75,24.3,0,0.03,5.32,422.11,1,6
250,1,16,44,1,58.19,0.1,51064984,-25.9,520.45,2.31,49,24.29,0,0.12,5.41,397.02,1,6
250,1,16,59,0,66.66,0.09,8842.91,-21.38,520.45,2.33,48,24.21,0,0.04,5.22,422.21,-45,-55
250,1,17,14,0,69.16,0.09,51064984,-20.09,518.24,2.31,61,24.21,0,0.1,5.35,397.07,15,4
250,1,17,29,0,71.84,0.08,51064984,-23.96,473.35,2.31,88,24.23,0,0.08,5.39,422.16,15,4
250,1,17,44,0,66.66,0.09,51064984,-21.06,509.57,2.31,82,24.11,0,-0.03,5.55,422.21,15,3
250,1,17,59,0,66.66,0.09,51064984,-20.41,511.71,2.32,88,24.12,0,0.09,5.48,422.21,-45,-57
250,1,18,14,0,69.16,0.09,51064984,-20.09,499.05,2.32,19,24.17,0,0.04,5.3,422.21,15,2
250,1,18,29,0,69.16,0.09,51064984,-19.12,486.91,2.3,31,24.2,0,0.05,5.47,422.21,15,1
250,1,18,44,0,69.16,0.09,51064984,-17.19,520.45,2.56,56,24.18,0,0.09,5.41,396.97,14,1
250,1,18,59,0,62.15,0.09,2512.27,-11.38,516.05,2.32,69,24.34,0,0.03,5.29,396.92,-46,-45
250,1,19,14,0,74.73,0.08,5888.81,-21.38,477.16,2.32,25,24.13,0,0,5.3,422.21,14,14
250,1,19,29,0,77.84,0.08,51064984,-23,482.97,2.3,72,24.12,0,0.05,5.36,397.07,14,14
250,1,19,44,0,84.9,0.07,51064984,-20.41,520.45,2.33,86,24.02,0,0.13,5.4,397.02,14,13
250,1,19,59,0,81.22,0.07,51064984,-25.58,522.68,2.32,25,23.89,0,0.08,5.49,421.91,-46,-48
250,1,20,14,0,71.84,0.08,1457.01,3.45,522.68,2.47,50,23.92,0,0.06,5.38,396.62,14,12
250,1,20,29,0,88.9,0.07,51064984,-20.09,529.45,2.76,5,23.88,0,0.07,5.36,396.92,14,11
250,1,20,44,0,88.9,0.07,51064984,-22.67,538.7,2.31,85,23.82,0,0.09,5.43,396.57,14,11
250,1,20,59,0,77.84,0.08,51064984,1.19,527.17,2.31,10,23.86,0,0.09,5.63,396.67,-47,-50
250,1,21,14,0,71.84,0.08,51064984,-18.8,507.43,2.32,64,23.85,0,0.09,5.42,396.82,13,9
