Day of Year, Day of Week, hour, minute,PrintCount,NO2,voltage of NO2,O3,Temperature,CO,CO2,Humidity,Temperature,Ethylene Oxide,O3,CO,CO2,Time diff to Print1,Time diff to Print2
255,6,16,59,0,199.48,0.03,2934.36,24.41,612.01,2.31,65,22.62,0,0.12,5.41,421.71,-55,-47
255,6,17,14,0,152.7,0.04,51064984,29.58,597.71,2.29,5,22.65,0,0.09,5.28,421.71,5,13
255,6,17,29,0,46.2,0.13,51064984,23.12,589.4,2.31,22,22.71,0,0.11,5.36,421.71,5,12
255,6,17,44,0,152.7,0.04,51064984,23.12,568.19,2.68,85,22.77,0,0.06,5.56,421.71,5,12
255,6,17,59,0,116.01,0.05,51064984,22.8,594.92,2.31,89,22.7,0,0.06,5.41,421.71,-56,-49
255,6,18,14,0,109.38,0.05,17703.18,23.77,583.97,2.6,42,22.61,0,0.2,5.64,396.42,4,10
255,6,18,29,0,152.7,0.04,51064984,35.7,581.29,2.3,85,22.63,0,0.1,5.43,396.42,4,10
255,6,18,44,0,141.56,0.04,51064984,34.74,592.15,2.31,64,22.72,0,0.09,5.42,396.52,4,9
255,6,18,59,0,103.45,0.06,51064984,33.45,578.63,2.3,98,22.75,0,0.12,5.47,396.52,-56,-51
255,6,19,14,0,152.7,0.04,51064984,24.41,575.99,2.31,69,22.78,0,0.13,5.48,396.52,4,8
255,6,19,29,0,152.7,0.04,51064984,21.51,565.63,2.31,62,22.77,0,0.1,5.41,396.47,4,7
255,6,19,44,0,152.7,0.04,51064984,24.09,531.73,2.29,2,22.77,0,0.08,5.31,396.47,4,7
255,6,19,59,0,165.69,0.03,51064984,28.93,565.63,2.32,99,22.79,0,0.12,5.46,396.47,-56,-54
255,6,20,14,0,181.05,0.03,17703.18,22.16,518.24,2.55,15,22.78,0,0.17,5.4,396.52,3,6
255,6,20,29,0,181.05,0.03,51064984,22.8,560.56,2.31,68,22.79,0,0.12,5.44,396.47,3,5
255,6,20,44,0,74.73,0.08,51064984,23.77,575.99,2.49,42,22.71,0,0.14,5.4,396.47,3,5
255,6,20,59,0,181.05,0.03,51064984,33.12,589.4,2.42,94,22.62,0,0.16,5.48,396.42,-57,-56
255,6,21,14,0,199.48,0.03,51064984,30.87,592.15,2.31,24,22.6,0,0.11,5.5,396.42,3,3
255,6,21,29,0,402.2,0.01,51064984,23.45,594.92,2.68,70,22.57,0,0.15,5.53,396.52,3,3
255,6,21,44,0,58.19,0.1,51064984,36.35,589.4,2.31,20,22.56,0,0.08,5.58,396.52,3,2
255,6,21,59,0,286.36,0.02,51064984,22.8,617.89,2.31,40,22.59,0,0.12,5.42,396.42,-57,-58
255,6,22,14,0,286.36,0.02,51064984,24.74,603.36,2.3,40,22.56,0,0.08,5.55,396.47,3,1
255,6,22,29,0,199.48,0.03,51064984,34.74,600.52,2.52,10,22.57,0,0.06,5.65,396.47,2,0
255,6,22,44,0,199.48,0.03,51064984,33.45,594.92,2.7,40,22.59,0,0.04,5.46,396.47,2,14
255,6,22,59,0,199.48,0.03,51064984,21.83,578.63,2.3,12,22.62,0,0.09,5.53,396.47,-58,-46
255,6,23,14,0,181.05,0.03,51064984,25.06,583.97,2.31,76,22.62,0,0.16,5.54,396.47,2,13
255,6,23,29,0,222.01,0.02,51064984,25.38,586.68,2.31,6,22.62,0,0.07,5.58,396.42,2,13
255,6,23,44,0,286.36,0.02,51064984,29.9,597.71,2.31,22,22.61,0,0.11,5.53,396.42,2,12
255,6,23,59,0,334.63,0.01,51064984,21.83,565.63,2.31,61,22.57,0,0.09,5.35,396.47,-58,-49
256,0,0,14,0,334.63,0.01,17703.18,21.83,581.29,2.29,62,22.62,0,0.22,5.34,396.52,2,11
256,0,0,29,0,402.2,0.01,5888.81,22.16,612.01,2.29,0,22.61,0,0.13,5.5,396.42,1,10
256,0,0,44,0,2023.42,0,51064984,23.77,617.89,2.3,52,22.59,0,0.17,5.45,396.42,1,10
256,0,0,59,0,334.63,0.01,51064984,30.22,612.01,2.31,58,22.54,0,0.04,5.43,396.47,-59,-51
256,0,1,14,0,250.16,0.02,1752.48,31.51,581.29,2.61,5,22.61,0,0.03,5.35,396.47,1,8
256,0,1,29,0,402.2,0.01,51064984,34.09,592.15,2.3,52,22.62,0,0.21,5.19,396.47,1,8
256,0,1,44,0,402.2,0.01,51064984,23.77,592.15,2.77,64,22.65,0,0.08,5.46,396.52,1,7
256,0,1,59,0,286.36,0.02,17703.18,24.74,606.22,2.55,2,22.65,0,0.1,5.31,396.42,-59,-53
256,0,2,14,0,103.45,0.06,51064984,29.25,629.96,2.36,31,22.63,0,0.13,5.38,396.42,1,6
256,0,2,29,0,286.36,0.02,1949.47,22.8,623.88,2.43,94,22.62,0,0.11,5.52,396.42,1,6
256,0,2,44,0,672.46,0,51064984,32.8,639.28,2.3,95,22.62,0,0.15,5.41,396.47,15,5
256,0,2,59,0,503.55,0.01,51064984,28.93,606.22,2.3,80,22.62,0,0.17,5.41,396.42,-45,-56
256,0,3,14,0,672.46,0,51064984,24.41,629.96,2.3,15,22.62,0,0.07,5.34,396.52,15,4
256,0,3,29,0,503.55,0.01,718.3,27.32,626.9,2.3,69,22.63,0,0.1,5.45,396.47,15,3
256,0,3,44,0,503.55,0.01,51064984,22.8,626.9,2.31,15,22.62,0,0.09,5.45,396.47,15,3
256,0,3,59,0,672.46,0,51064984,36.35,575.99,2.31,82,22.59,0,0,5.3,396.47,-45,-58
256,0,4,14,0,672.46,0,1949.47,27.32,633.04,2.31,72,22.62,0,0.15,5.38,396.42,15,1
256,0,4,29,0,2023.42,0,51064984,35.7,633.04,2.31,12,22.62,0,0.1,5.55,396.42,14,1
256,0,4,44,0,503.55,0.01,51064984,22.8,629.96,2.32,55,22.6,0,0.07,5.3,396.47,14,15
256,0,4,59,0,503.55,0.01,51064984,22.16,636.15,2.32,94,22.6,0,0.06,5.33,396.47,-46,-46
256,0,5,14,0,503.55,0.01,17703.18,23.77,606.22,2.32,58,22.62,0,0.08,5.23,396.42,14,14
256,0,5,29,0,503.55,0.01,51064984,21.83,614.94,2.31,31,22.6,0,0.16,5.42,396.47,14,13
256,0,5,44,0,2023.42,0,51064984,36.03,603.36,2.55,52,22.62,0,0.17,5.52,396.47,14,12
256,0,5,59,0,5839196.4,0,51064984,23.77,633.04,2.32,40,22.61,0,0.07,5.26,396.47,-46,-48
256,0,6,14,0,199.48,0.03,51064984,28.61,629.96,2.35,36,22.62,0,0,5.43,396.47,14,11
256,0,6,29,0,334.63,0.01,51064984,30.54,626.9,2.31,42,22.59,0,0.09,5.28,396.47,14,11
256,0,6,44,0,503.55,0.01,3525.28,22.16,629.96,2.69,40,22.6,0,0.1,5.41,396.47,13,10
256,0,6,59,0,503.55,0.01,51064984,23.77,581.29,2.53,86,22.6,0,0.09,5.41,396.42,-47,-51
256,0,7,14,0,503.55,0.01,51064984,23.77,612.01,2.32,85,22.62,0,0.06,5.37,396.47,13,9
256,0,7,29,0,503.55,0.01,51064984,23.45,620.87,2.3,35,22.62,0,0.18,5.5,396.42,13,8
256,0,7,44,0,2023.42,0,51064984,25.7,612.01,2.44,90,22.62,0,0.07,5.55,396.42,13,8
256,0,7,59,0,152.7,0.04,1949.47,36.35,583.97,2.31,88,22.59,0,0.04,5.46,396.47,-47,-53
256,0,8,14,0,503.55,0.01,51064984,25.06,626.9,2.32,81,22.59,0,0.11,5.44,396.42,13,7
256,0,8,29,0,2023.42,0,51064984,22.8,614.94,2.31,94,22.5,0,0.11,5.32,396.47,13,6
256,0,8,44,0,152.7,0.04,51064984,21.83,570.77,2.31,89,22.52,0,0.19,5.46,396.42,12,5
256,0,8,59,0,5839196.4,0,51064984,24.09,589.4,2.3,10,22.42,0,0.06,5.38,396.42,-48,-55
256,0,9,14,0,5839196.4,0,51064984,26.35,655.35,2.31,50,22.38,0,0.08,5.38,396.42,12,4
256,0,9,29,0,402.2,0.01,51064984,26.35,623.88,2.31,90,22.37,0,0.14,5.62,396.42,12,4
256,0,9,44,0,5839196.4,0,51064984,23.12,597.71,2.3,58,22.38,0,0.07,5.51,396.42,12,3
256,0,9,59,0,1010.26,0,51064984,29.58,655.35,2.47,26,22.3,0,0.16,5.58,396.42,-48,-58
256,0,10,14,0,5839196.4,0,51064984,23.12,661.98,2.62,0,22.32,0,0.09,5.5,396.47,12,2
256,0,10,29,0,5839196.4,0,17703.18,28.29,655.35,2.31,14,22.31,0,0.16,5.34,371.68,12,1
256,0,10,44,0,672.46,0,8842.91,23.45,661.98,2.31,19,22.28,0,0.13,5.2,396.42,12,1
256,0,10,59,0,60.11,0.1,51064984,25.06,658.65,2.32,56,22.15,0,0.04,5.39,396.42,-49,-45
256,0,11,14,0,1010.26,0,51064984,25.06,658.65,2.31,6,22.17,0,0.1,5.24,396.42,11,14
256,0,11,29,0,5839196.4,0,51064984,25.38,661.98,2.31,88,22.14,0,0.14,5.47,396.42,11,13
256,0,11,44,0,5839196.4,0,1591.32,27.32,603.36,2.31,6,22.12,0,0.16,5.46,371.68,11,13
256,0,11,59,0,1010.26,0,51064984,22.8,603.36,2.31,15,22.37,0,0.03,5.6,396.42,-49,-48
256,0,12,14,0,2023.42,0,51064984,35.38,626.9,2.31,38,22.52,0,0.12,5.34,396.42,11,12
256,0,12,29,0,2023.42,0,51064984,33.45,645.63,2.77,2,22.52,0,0.06,5.36,396.47,11,11
256,0,12,44,0,250.16,0.02,51064984,24.74,645.63,2.32,80,22.57,0,0.19,5.39,396.47,11,10
256,0,12,59,0,1010.26,0,51064984,22.8,642.44,2.64,72,22.63,0,0.19,5.43,396.47,-49,-50
256,0,13,14,0,5839196.4,0,1752.48,27,633.04,2.31,69,22.61,0,0.04,5.56,396.42,10,9
256,0,13,29,0,672.46,0,51064984,22.16,639.28,2.77,38,22.62,0,0.19,5.34,396.47,10,9
256,0,13,44,0,2023.42,0,51064984,23.77,570.77,2.63,42,22.71,0,0.08,5.39,396.47,10,8
256,0,13,59,0,5839196.4,0,51064984,22.8,636.15,2.31,94,22.64,0,0.17,5.36,396.47,-50,-52
256,0,14,14,0,2023.42,0,51064984,35.38,642.44,2.3,89,22.5,0,0.13,5.51,396.42,10,7
256,0,14,29,0,1010.26,0,1343.36,36.35,633.04,2.31,22,22.51,0,0.14,5.55,396.42,10,6
256,0,14,44,0,286.36,0.02,51064984,23.45,589.4,2.75,85,22.54,0,0.05,5.56,396.42,10,6
256,0,14,59,0,402.2,0.01,51064984,23.77,592.15,2.32,49,22.65,0,0.02,5.56,396.42,-50,-55
256,0,15,14,0,1010.26,0,2512.27,22.16,578.63,2.32,49,22.79,0,0.03,5.49,396.52,9,5
256,0,15,29,0,1010.26,0,51064984,24.74,626.9,2.33,6,22.77,0,0.07,5.37,396.47,9,4
256,0,15,44,0,1010.26,0,17703.18,31.51,636.15,2.32,64,22.79,0,0.08,5.45,396.47,9,3
256,0,15,59,0,5839196.4,0,51064984,23.77,639.28,2.35,78,22.82,0,0.12,5.52,396.47,-51,-57
256,0,16,14,0,672.46,0,51064984,27.64,575.99,2.32,70,22.79,0,0.08,5.35,396.52,9,2
256,0,16,29,0,672.46,0,51064984,35.38,636.15,2.3,28,22.84,0,0.04,5.3,396.52,9,2
256,0,16,44,0,1010.26,0,51064984,30.54,626.9,2.74,31,22.81,0,0.13,5.53,396.52,9,1
256,0,16,59,0,5839196.4,0,1343.36,25.7,623.88,2.31,44,22.7,0,0.08,5.34,396.52,-51,-59
256,0,17,14,0,672.46,0,51064984,29.25,633.04,2.32,64,22.45,0,0.05,5.56,396.42,9,14
256,0,17,29,0,1010.26,0,51064984,23.45,629.96,2.31,81,22.3,0,0.15,5.51,396.42,8,14
256,0,17,44,0,2023.42,0,2934.36,25.7,639.28,2.76,56,22.2,0,0.04,5.58,396.42,8,13
256,0,17,59,0,672.46,0,51064984,35.7,639.28,2.31,26,22.12,0,0.02,5.51,396.47,-52,-47
256,0,18,14,0,503.55,0.01,2512.27,22.16,645.63,2.32,62,21.96,0,0.13,5.57,396.42,8,12
256,0,18,29,0,503.55,0.01,51064984,23.12,636.15,2.57,99,21.92,0,0.1,5.5,396.47,8,11
256,0,18,44,0,286.36,0.02,51064984,36.03,629.96,2.32,92,21.95,0,0.07,5.78,396.47,8,11
256,0,18,59,0,402.2,0.01,51064984,26.67,575.99,2.32,19,22.05,0,0.08,5.58,396.47,-52,-50
256,0,19,14,0,402.2,0.01,2512.27,24.41,626.9,2.59,45,22.17,0,0.08,5.58,396.47,8,10
256,0,19,29,0,503.55,0.01,51064984,31.83,614.94,2.32,52,22.2,0,0.14,5.43,396.42,7,9
256,0,19,44,0,334.63,0.01,17703.18,36.03,626.9,2.55,31,22.25,0,0.07,5.33,396.42,7,9
256,0,19,59,0,334.63,0.01,51064984,23.45,597.71,2.32,30,22.29,0,0.21,5.7,396.42,-53,-52
256,0,20,14,0,222.01,0.02,516.83,22.16,603.36,2.4,25,22.36,0,0.09,5.5,396.42,7,7
256,0,20,29,0,165.69,0.03,51064984,26.67,548.24,2.32,2,22.32,0,0.09,5.64,396.42,7,7
256,0,20,44,0,165.69,0.03,51064984,24.41,560.56,2.3,52,22.32,0,0.19,5.65,421.71,7,6
256,0,20,59,0,131.91,0.04,51064984,24.41,520.45,2.31,31,22.37,0,0.07,5.43,421.71,-53,-54
256,0,21,14,0,109.38,0.05,1343.36,22.8,513.87,2.48,24,22.46,0,0.14,5.69,421.67,7,5
256,0,21,29,0,152.7,0.04,51064984,26.35,563.08,2.32,52,22.54,0,0.14,5.61,421.71,7,4
256,0,21,44,0,116.01,0.05,51064984,25.06,548.24,2.31,65,22.6,0,0.12,5.6,421.71,6,4
256,0,21,59,0,109.38,0.05,51064984,24.74,541.06,2.31,10,22.6,0,0.23,5.72,396.42,-54,-57
256,0,22,14,0,123.46,0.05,51064984,22.16,534.04,2.32,38,22.65,0,0.01,5.59,421.76,6,3
256,0,22,29,0,131.91,0.04,51064984,36.35,548.24,2.3,75,22.67,0,0.09,5.7,421.71,6,2
256,0,22,44,0,131.91,0.04,51064984,21.83,527.17,2.77,51,22.69,0,0.16,5.5,396.47,6,2
256,0,22,59,0,109.38,0.05,51064984,26.35,555.58,2.77,86,22.7,0,0.1,5.68,396.47,-54,-59
256,0,23,14,0,152.7,0.04,5888.81,23.12,570.77,2.32,28,22.56,0,0.15,5.69,396.52,6,15
256,0,23,29,0,123.46,0.05,51064984,36.35,538.7,2.31,10,22.55,0,0.15,5.66,396.47,6,14
256,0,23,44,0,152.7,0.04,17703.18,23.12,558.06,2.4,28,22.59,0,0.1,5.57,396.47,6,14
256,0,23,59,0,199.48,0.03,51064984,23.45,541.06,2.31,62,22.55,0,0,5.58,396.47,-55,-47
257,1,0,14,0,47.43,0.12,51064984,35.38,589.4,2.59,68,22.54,0,0.15,5.65,396.42,5,12
257,1,0,29,0,199.48,0.03,51064984,28.61,594.92,2.51,51,22.54,0,0.15,5.39,396.47,5,12
257,1,0,44,0,222.01,0.02,51064984,24.41,617.89,2.77,5,22.51,0,0.12,5.57,396.47,5,11
257,1,0,59,0,286.36,0.02,2512.27,22.8,617.89,2.61,45,22.6,0,0.1,5.45,396.42,-55,-49
257,1,1,14,0,334.63,0.01,51064984,34.74,617.89,2.38,31,22.54,0,0.15,5.38,396.47,5,10
257,1,1,29,0,402.2,0.01,1591.32,22.8,633.04,2.55,19,22.56,0,0.16,5.45,396.47,5,10
257,1,1,44,0,402.2,0.01,17703.18,23.45,565.63,2.31,1,22.55,0,0.14,5.54,396.47,5,9
257,1,1,59,0,286.36,0.02,718.3,23.77,629.96,2.32,14,22.59,0,0.14,5.65,396.52,-56,-52
257,1,2,14,0,503.55,0.01,51064984,33.45,629.96,2.32,61,22.6,0,0.1,5.42,396.47,4,8
257,1,2,29,0,222.01,0.02,51064984,23.77,594.92,2.32,60,22.62,0,0.08,5.49,396.42,4,7
257,1,2,44,0,286.36,0.02,51064984,24.41,626.9,2.32,50,22.62,0,0.16,5.53,396.47,4,7
257,1,2,59,0,503.55,0.01,51064984,22.16,629.96,2.32,40,22.62,0,0.18,5.46,396.42,-56,-54
257,1,3,14,0,60.11,0.1,51064984,30.22,626.9,2.32,2,22.62,0,0.07,5.5,396.52,4,5
257,1,3,29,0,181.05,0.03,51064984,32.8,594.92,2.32,15,22.61,0,0.18,5.45,396.52,4,5
257,1,3,44,0,1010.26,0,51064984,24.41,639.28,2.3,94,22.59,0,0.1,5.43,396.47,4,4
257,1,3,59,0,402.2,0.01,51064984,24.74,629.96,2.31,48,22.57,0,0.15,5.52,396.42,-56,-56
257,1,4,14,0,503.55,0.01,51064984,33.77,636.15,2.31,94,22.59,0,0.16,5.26,396.47,3,3
257,1,4,29,0,672.46,0,51064984,22.8,642.44,2.31,14,22.59,0,0.13,5.37,396.52,3,3
257,1,4,44,0,286.36,0.02,51064984,23.45,606.22,2.31,36,22.6,0,0.07,5.23,396.47,3,2
257,1,4,59,0,334.63,0.01,1949.47,22.8,633.04,2.76,86,22.56,0,0.09,5.47,396.47,-57,-59
257,1,5,14,0,402.2,0.01,1949.47,31.83,614.94,2.76,8,22.52,0,0.16,5.4,396.42,3,1
257,1,5,29,0,286.36,0.02,51064984,36.03,636.15,2.31,0,22.59,0,0.1,5.24,396.42,3,15
257,1,5,44,0,286.36,0.02,51064984,30.22,626.9,2.31,74,22.62,0,0.08,5.58,396.47,3,14
257,1,5,59,0,250.16,0.02,51064984,24.41,575.99,2.54,62,22.61,0,0.2,5.43,396.47,-57,-47
257,1,6,14,0,199.48,0.03,51064984,23.77,612.01,2.29,5,22.62,0,0.09,5.33,396.42,2,13
257,1,6,29,0,81.22,0.07,2512.27,36.35,592.15,2.31,72,22.57,0,0.11,5.51,396.47,2,12
257,1,6,44,0,181.05,0.03,51064984,23.77,594.92,2.31,2,22.62,0,0.24,5.6,396.52,2,12
257,1,6,59,0,84.9,0.07,51064984,22.8,570.77,2.31,28,22.82,0,0.11,5.58,396.52,-58,-49
257,1,7,14,0,116.01,0.05,51064984,35.38,531.73,2.64,98,22.89,0,0.04,5.73,421.71,2,11
257,1,7,29,0,109.38,0.05,51064984,25.7,543.43,2.32,85,22.95,0,0.11,5.59,421.86,2,10
257,1,7,44,0,103.45,0.06,51064984,21.83,527.17,2.58,65,22.97,0,0.03,5.69,421.86,2,9
257,1,7,59,0,103.45,0.06,51064984,22.16,527.17,2.3,85,23.01,0,0.1,5.78,396.57,-58,-51
257,1,8,14,0,131.91,0.04,2512.27,21.83,503.21,2.29,90,22.9,0,0.08,5.5,396.62,2,8
257,1,8,29,0,181.05,0.03,1949.47,33.45,518.24,2.31,76,22.84,0,0.09,5.56,396.67,1,8
257,1,8,44,0,77.84,0.08,51064984,24.41,581.29,2.34,81,22.88,0,0.14,5.49,396.52,1,7
257,1,8,59,0,199.48,0.03,51064984,22.16,594.92,2.32,62,22.87,0,0.13,5.47,396.67,-59,-54
257,1,9,14,0,402.2,0.01,2934.36,23.45,603.36,2.57,69,22.82,0,0.04,5.65,396.57,1,6
257,1,9,29,0,286.36,0.02,51064984,21.83,612.01,2.32,89,22.8,0,0.09,5.37,396.57,1,5
257,1,9,44,0,334.63,0.01,51064984,25.7,609.1,2.32,14,22.87,0,0.14,5.36,396.57,1,5
257,1,9,59,1,250.16,0.02,2934.36,24.74,609.1,2.32,32,22.94,0,0.08,5.27,396.57,-59,-56
257,1,10,14,0,402.2,0.01,51064984,21.83,620.87,2.36,68,22.97,0,0.08,5.43,396.67,1,4
257,1,10,29,0,2023.42,0,912.7,36.03,623.88,2.32,88,22.95,0,0.06,5.58,396.82,0,3
257,1,10,44,0,199.48,0.03,551.49,21.83,629.96,2.32,19,23.03,0,0.05,5.4,421.86,15,2
257,1,10,59,0,53.07,0.11,51064984,23.45,612.01,2.32,62,23.11,0,0.04,5.41,396.47,-45,-58
257,1,11,14,0,334.63,0.01,51064984,35.38,633.04,2.74,85,23.09,0,0.01,5.5,396.57,15,1
257,1,11,29,63,250.16,0.02,51064984,27,592.15,2.31,85,22.93,0,0.09,5.56,421.71,15,1
257,1,11,44,210,93.29,0.06,1343.36,31.83,612.01,2.3,88,23.26,0,0.17,5.41,421.86,15,14
257,1,11,59,216,334.63,0.01,51064984,22.8,614.94,2.32,98,23.3,0,0.13,5.3,396.62,-45,-46
257,1,12,14,0,672.46,0,51064984,22.8,609.1,2.58,0,23.32,0,0.16,5.41,396.77,15,13
257,1,12,29,0,286.36,0.02,51064984,23.12,565.63,2.32,0,23.4,0,0.08,5.45,396.97,14,13
257,1,12,44,0,286.36,0.02,51064984,25.06,600.52,2.3,38,23.56,0,0.07,5.51,396.97,14,12
257,1,12,59,0,286.36,0.02,51064984,32.48,597.71,2.32,98,23.67,0,0.12,5.33,422.21,-46,-48
257,1,13,14,0,286.36,0.02,51064984,24.09,583.97,2.3,36,23.77,0,0.1,5.26,396.97,14,11
257,1,13,29,0,222.01,0.02,1949.47,35.38,583.97,2.33,18,23.82,0,0.12,5.54,396.97,14,10
257,1,13,44,0,503.55,0.01,51064984,22.48,583.97,2.49,62,23.88,0,0.09,5.38,396.92,14,10
257,1,13,59,0,199.48,0.03,51064984,22.16,575.99,2.7,28,23.97,0,0.15,5.5,396.97,-46,-51
257,1,14,14,0,2023.42,0,51064984,22.8,586.68,2.32,70,24.04,0,0.13,5.39,396.87,14,9
257,1,14,29,0,2023.42,0,51064984,22.16,570.77,2.32,81,24.09,0,0.15,5.44,396.92,13,8
257,1,14,44,0,672.46,0,51064984,32.48,531.73,2.45,62,24.17,0,0.11,5.39,396.92,13,7
257,1,14,59,0,2023.42,0,51064984,33.12,555.58,2.32,72,24.26,0,0.07,5.45,396.82,-47,-53
257,1,15,14,0,2023.42,0,551.49,32.8,568.19,2.32,81,24.28,0,0.15,5.39,396.82,13,6
257,1,15,29,0,402.2,0.01,51064984,23.12,543.43,2.32,64,24.36,0,0.14,5.5,396.87,13,6
257,1,15,44,0,503.55,0.01,51064984,22.16,538.7,2.33,14,24.38,0,0.19,5.52,396.77,13,5
257,1,15,59,0,334.63,0.01,3525.28,32.8,555.58,2.7,90,24.52,0,0.15,5.6,396.82,-47,-55
257,1,16,14,0,334.63,0.01,51064984,32.16,545.83,2.33,55,24.61,0,0.09,5.13,397.07,13,4
257,1,16,29,0,402.2,0.01,51064984,21.51,518.24,2.33,99,24.7,0,0.09,5.31,396.87,13,3
257,1,16,44,0,250.16,0.02,51064984,23.12,531.73,2.33,88,24.78,0,0.01,5.31,371.83,12,3
257,1,16,59,0,222.01,0.02,51064984,24.09,524.92,2.33,99,24.79,0,0.15,5.23,396.97,-48,-58
257,1,17,14,0,181.05,0.03,51064984,24.74,494.95,2.7,31,24.79,0,0.16,5.37,396.87,12,2
257,1,17,29,0,34.29,0.17,51064984,25.7,524.92,2.33,26,24.75,0,0.08,5.39,371.83,12,1
257,1,17,44,0,32.32,0.18,51064984,35.06,520.45,2.31,69,24.67,0,0.07,5.25,397.12,12,0
257,1,17,59,0,74.73,0.08,51064984,23.12,536.36,2.31,50,24.5,0,0.15,5.37,371.83,-48,-46
257,1,18,14,0,88.9,0.07,1591.32,22.8,527.17,2.6,12,24.34,0,0.09,5.48,396.77,12,14
257,1,18,29,0,98.12,0.06,51064984,22.8,503.21,2.31,2,24.2,0,0.15,5.26,371.73,12,13
257,1,18,44,0,109.38,0.05,590.93,24.09,541.06,2.33,30,24.05,0,0.14,5.27,371.83,12,13
257,1,18,59,0,141.56,0.04,51064984,23.45,565.63,2.32,74,23.68,0,0.13,5.24,371.83,-49,-48
257,1,19,14,0,402.2,0.01,51064984,34.09,589.4,2.63,2,23.25,0,0.09,5.47,396.97,11,11
257,1,19,29,0,334.63,0.01,51064984,27.64,597.71,2.78,56,22.96,0,0.08,5.39,371.58,11,11
257,1,19,44,0,334.63,0.01,2512.27,27.64,609.1,2.31,65,22.88,0,0.07,5.6,371.53,11,10
257,1,19,59,0,181.05,0.03,51064984,35.38,597.71,2.33,15,22.96,0,0.12,5.39,371.58,-49,-50
257,1,20,14,0,98.12,0.06,51064984,22.16,578.63,2.32,81,23.15,0,0.12,5.55,396.87,11,9
257,1,20,29,0,93.29,0.06,51064984,22.8,575.99,2.78,5,23.4,0,0.13,5.21,396.92,11,8
257,1,20,44,0,103.45,0.06,51064984,26.03,581.29,2.32,12,23.54,0,0.14,5.41,396.92,11,8
257,1,20,59,0,103.45,0.06,51064984,25.38,589.4,2.72,8,23.65,0,0.07,5.36,371.83,-50,-53
257,1,21,14,0,152.7,0.04,51064984,23.12,575.99,2.36,10,23.79,0,0.11,5.27,371.78,10,7
257,1,21,29,0,334.63,0.01,51064984,22.8,583.97,2.3,36,23.8,0,0.15,5.37,396.77,10,6
257,1,21,44,0,286.36,0.02,51064984,29.25,578.63,2.32,22,23.87,0,0.09,5.36,396.92,10,6
257,1,21,59,0,2023.42,0,51064984,33.45,531.73,2.33,81,23.87,0,0.07,5.37,396.87,-50,-55
257,1,22,14,0,181.05,0.03,51064984,33.77,568.19,2.33,89,23.92,0,0.04,5.27,397.02,10,4
257,1,22,29,0,503.55,0.01,3525.28,22.16,573.37,2.34,72,24.04,0,0.12,5.09,396.72,10,4
257,1,22,44,0,250.16,0.02,51064984,26.03,555.58,2.31,69,24.11,0,0.15,5.28,396.82,10,3
257,1,22,59,0,165.69,0.03,51064984,34.74,570.77,2.32,76,24.13,0,0.07,5.4,396.82,-50,-57
257,1,23,14,0,141.56,0.04,51064984,27,534.04,2.33,92,24.11,0,0.19,5.41,396.77,9,2
257,1,23,29,0,165.69,0.03,51064984,21.51,568.19,2.63,61,24.17,0,0.14,5.24,396.82,9,1
257,1,23,44,0,38.99,0.15,51064984,23.12,563.08,2.31,44,24.02,0,0.08,5.17,396.87,9,1
257,1,23,59,0,103.45,0.06,3525.28,22.8,583.97,2.61,52,23.86,0,0.12,5.19,396.92,-51,-45
258,2,0,14,0,141.56,0.04,51064984,23.12,560.56,2.32,39,23.55,0,0.08,5.23,396.97,9,14
258,2,0,29,0,222.01,0.02,51064984,26.03,614.94,2.35,98,23.31,0,0.19,5.23,396.92,9,14
258,2,0,44,0,286.36,0.02,51064984,32.48,620.87,2.32,15,23.2,0,0.06,5.25,396.72,9,13
258,2,0,59,0,402.2,0.01,51064984,22.16,623.88,2.32,35,23.04,0,0.17,5.38,396.57,-51,-48
258,2,1,14,0,250.16,0.02,51064984,22.8,645.63,2.32,52,22.85,0,0.15,5.41,396.72,8,12
258,2,1,29,0,199.48,0.03,51064984,24.41,655.35,2.32,70,22.86,0,0.15,5.36,396.47,8,11
258,2,1,44,0,286.36,0.02,51064984,35.38,639.28,2.32,58,23.13,0,0.16,5.46,396.72,8,11
258,2,1,59,0,334.63,0.01,1457.01,21.83,612.01,2.32,52,23.2,0,0.18,5.57,396.72,-52,-50
258,2,2,14,0,222.01,0.02,51064984,24.41,620.87,2.31,15,23.23,0,0.12,5.26,396.92,8,9
258,2,2,29,0,165.69,0.03,1161.53,23.77,606.22,2.32,20,23.26,0,0.14,5.3,396.92,8,9
258,2,2,44,0,250.16,0.02,17703.18,32.48,629.96,2.31,2,23.31,0,0.14,5.32,396.92,8,8
258,2,2,59,0,222.01,0.02,1949.47,22.16,633.04,2.32,62,23.32,0,0.01,5.34,396.77,-52,-52
258,2,3,14,0,181.05,0.03,51064984,25.7,629.96,2.32,85,23.34,0,0.17,5.26,396.97,8,7
258,2,3,29,0,152.7,0.04,51064984,31.19,642.44,2.3,30,23.29,0,0.18,5.44,396.87,7,7
258,2,3,44,0,165.69,0.03,51064984,25.06,592.15,2.31,35,23.36,0,0.17,5.41,396.92,7,6
258,2,3,59,0,103.45,0.06,51064984,27.32,639.28,2.3,88,23.2,0,0.13,5.36,396.92,-53,-55
